query_id,domain_id,is_relevant_domain,relevance_strength,dominant_intent_match
q-rf_3967_exodus-object_hard_v3-0318,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0318,domain-05,1,strong,1
q-rf_3967_exodus-object_hard_v3-0319,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0320,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0320,domain-05,1,strong,1
q-rf_3967_exodus-object_hard_v3-0321,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0322,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0323,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0324,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0325,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0326,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0327,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0328,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0329,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0330,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0331,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0332,domain-04,1,strong,1
q-rf_3967_exodus-object_hard_v3-0332,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0333,domain-04,1,strong,1
q-rf_3967_exodus-object_hard_v3-0334,domain-04,1,strong,1
q-rf_3967_exodus-object_hard_v3-0334,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0335,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0336,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0336,domain-05,1,strong,1
q-rf_3967_exodus-object_hard_v3-0337,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0338,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0339,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0340,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0341,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0342,domain-04,1,strong,1
q-rf_3967_exodus-object_hard_v3-0342,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0343,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0344,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0344,domain-06,1,strong,1
q-rf_3967_exodus-object_hard_v3-0345,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0346,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0346,domain-05,1,strong,1
q-rf_3967_exodus-object_hard_v3-0347,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0348,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0349,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0350,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0351,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0352,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0353,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0354,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0355,domain-05,1,strong,1
q-rf_3967_exodus-object_hard_v3-0356,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0356,domain-06,1,strong,1
q-rf_3967_exodus-object_hard_v3-0357,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0358,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0358,domain-06,1,strong,1
q-rf_3967_exodus-object_hard_v3-0359,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0360,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0360,domain-05,1,strong,1
q-rf_3967_exodus-object_hard_v3-0361,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0362,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0363,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0364,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0365,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0366,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0367,domain-05,1,strong,1
q-rf_3967_exodus-object_hard_v3-0368,domain-04,1,strong,1
q-rf_3967_exodus-object_hard_v3-0368,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0369,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0370,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0371,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0372,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0373,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0374,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0375,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0376,domain-05,1,strong,1
q-rf_3967_exodus-object_hard_v3-0376,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0377,domain-04,1,strong,1
q-rf_3967_exodus-object_hard_v3-0378,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0378,domain-06,1,strong,1
q-rf_3967_exodus-object_hard_v3-0379,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0380,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0380,domain-06,1,strong,1
q-rf_3967_exodus-object_hard_v3-0381,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0382,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0383,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0384,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0384,domain-05,1,strong,1
q-rf_3967_exodus-object_hard_v3-0385,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0386,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0387,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0388,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0389,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0390,domain-05,1,strong,1
q-rf_3967_exodus-object_hard_v3-0390,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0391,domain-04,1,strong,1
q-rf_3967_exodus-object_hard_v3-0392,domain-04,1,strong,1
q-rf_3967_exodus-object_hard_v3-0392,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0393,domain-04,1,strong,1
q-rf_3967_exodus-object_hard_v3-0394,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0394,domain-06,1,strong,1
q-rf_3967_exodus-object_hard_v3-0395,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0396,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0396,domain-05,1,strong,1
q-rf_3967_exodus-object_hard_v3-0397,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0398,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0399,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0400,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0401,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0402,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0403,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0404,domain-05,1,strong,1
q-rf_3967_exodus-object_hard_v3-0404,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0405,domain-05,1,strong,1
q-rf_3967_exodus-object_hard_v3-0406,domain-05,1,strong,1
q-rf_3967_exodus-object_hard_v3-0406,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0407,domain-04,1,strong,1
q-rf_3967_exodus-object_hard_v3-0408,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0408,domain-06,1,strong,1
q-rf_3967_exodus-object_hard_v3-0409,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0410,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0411,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0412,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0413,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0414,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0414,domain-05,1,strong,1
q-rf_3967_exodus-object_hard_v3-0415,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0416,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0417,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0418,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0418,domain-04,1,strong,1
q-rf_3967_exodus-object_hard_v3-0419,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0420,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0420,domain-04,1,strong,1
q-rf_3967_exodus-object_hard_v3-0421,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0422,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0423,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0424,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0425,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0426,domain-06,1,strong,1
q-rf_3967_exodus-object_hard_v3-0427,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0428,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0428,domain-06,1,strong,1
q-rf_3967_exodus-object_hard_v3-0429,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0430,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0431,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0432,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0432,domain-04,1,strong,1
q-rf_3967_exodus-object_hard_v3-0433,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0434,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0435,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0436,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0437,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0438,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0439,domain-06,1,strong,1
q-rf_3967_exodus-object_hard_v3-0440,domain-04,1,strong,1
q-rf_3967_exodus-object_hard_v3-0440,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0441,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0442,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0443,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0444,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0444,domain-05,1,strong,1
q-rf_3967_exodus-object_hard_v3-0445,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0446,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0447,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0448,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0449,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0450,domain-06,1,strong,1
q-rf_3967_exodus-object_hard_v3-0451,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0452,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0452,domain-05,1,strong,1
q-rf_3967_exodus-object_hard_v3-0453,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0454,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0454,domain-05,1,strong,1
q-rf_3967_exodus-object_hard_v3-0455,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0456,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0457,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0458,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0459,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0460,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0461,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0462,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0463,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0464,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0465,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0466,domain-04,1,strong,1
q-rf_3967_exodus-object_hard_v3-0466,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0467,domain-04,1,strong,1
q-rf_3967_exodus-object_hard_v3-0468,domain-04,1,strong,1
q-rf_3967_exodus-object_hard_v3-0468,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0469,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0470,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0470,domain-05,1,strong,1
q-rf_3967_exodus-object_hard_v3-0471,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0472,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0473,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0474,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0475,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0476,domain-04,1,strong,1
q-rf_3967_exodus-object_hard_v3-0476,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0477,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0478,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0478,domain-06,1,strong,1
q-rf_3967_exodus-object_hard_v3-0479,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0480,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0480,domain-05,1,strong,1
q-rf_3967_exodus-object_hard_v3-0481,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0482,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0483,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0484,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0485,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0486,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0487,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0488,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0489,domain-05,1,strong,1
q-rf_3967_exodus-object_hard_v3-0490,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0490,domain-06,1,strong,1
q-rf_3967_exodus-object_hard_v3-0491,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0492,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0492,domain-06,1,strong,1
q-rf_3967_exodus-object_hard_v3-0493,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0494,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0494,domain-05,1,strong,1
q-rf_3967_exodus-object_hard_v3-0495,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0496,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0497,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0498,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0499,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0500,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0501,domain-05,1,strong,1
q-rf_3967_exodus-object_hard_v3-0502,domain-04,1,strong,1
q-rf_3967_exodus-object_hard_v3-0502,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0503,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0504,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0505,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0506,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0507,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0508,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0509,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0510,domain-05,1,strong,1
q-rf_3967_exodus-object_hard_v3-0510,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0511,domain-04,1,strong,1
q-rf_3967_exodus-object_hard_v3-0512,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0512,domain-06,1,strong,1
q-rf_3967_exodus-object_hard_v3-0513,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0514,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0514,domain-06,1,strong,1
q-rf_3967_exodus-object_hard_v3-0515,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0516,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0517,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0518,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0518,domain-05,1,strong,1
q-rf_3967_exodus-object_hard_v3-0519,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0520,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0521,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0522,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0523,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0524,domain-05,1,strong,1
q-rf_3967_exodus-object_hard_v3-0524,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0525,domain-04,1,strong,1
q-rf_3967_exodus-object_hard_v3-0526,domain-04,1,strong,1
q-rf_3967_exodus-object_hard_v3-0526,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0527,domain-04,1,strong,1
q-rf_3967_exodus-object_hard_v3-0528,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0528,domain-06,1,strong,1
q-rf_3967_exodus-object_hard_v3-0529,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0530,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0530,domain-05,1,strong,1
q-rf_3967_exodus-object_hard_v3-0531,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0532,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0533,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0534,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0535,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0536,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0537,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0538,domain-05,1,strong,1
q-rf_3967_exodus-object_hard_v3-0538,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0539,domain-05,1,strong,1
q-rf_3967_exodus-object_hard_v3-0540,domain-05,1,strong,1
q-rf_3967_exodus-object_hard_v3-0540,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0541,domain-04,1,strong,1
q-rf_3967_exodus-object_hard_v3-0542,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0542,domain-06,1,strong,1
q-rf_3967_exodus-object_hard_v3-0543,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0544,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0545,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0546,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0547,domain-03,1,strong,1
q-rf_3967_exodus-object_hard_v3-0548,domain-02,1,strong,1
q-rf_3967_exodus-object_hard_v3-0548,domain-05,1,strong,1
q-rf_3967_exodus-object_hard_v3-0549,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0550,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0551,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0552,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0552,domain-04,1,strong,1
q-rf_3967_exodus-object_hard_v3-0553,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0554,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0554,domain-04,1,strong,1
q-rf_3967_exodus-object_hard_v3-0555,domain-01,1,strong,1
q-rf_3967_exodus-object_hard_v3-0556,domain-08,1,strong,1
q-rf_3967_exodus-object_hard_v3-0557,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0558,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0559,domain-07,1,strong,1
q-rf_3967_exodus-object_hard_v3-0560,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0561,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0562,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0563,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0564,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0565,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0566,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0567,domain-07,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0568,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0568,domain-07,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0569,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0570,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0570,domain-07,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0571,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0572,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0573,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0574,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0574,domain-08,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0575,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0576,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0577,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0578,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0579,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0580,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0581,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0582,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0583,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0584,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0585,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0586,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0587,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0588,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0589,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0590,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0591,domain-07,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0592,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0593,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0594,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0595,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0596,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0596,domain-07,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0597,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0598,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0599,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0600,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0601,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0602,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0603,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0604,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0605,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0606,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0607,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0608,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0609,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0610,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0611,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0612,domain-08,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0613,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0614,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0615,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0616,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0617,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0618,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0619,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0620,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0621,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0622,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0623,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0624,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0624,domain-08,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0625,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0626,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0627,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0628,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0628,domain-08,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0629,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0630,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0631,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0632,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0633,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0634,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0635,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0636,domain-08,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0637,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0638,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0638,domain-08,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0639,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0640,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0641,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0642,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0643,domain-07,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0644,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0645,domain-07,1,strong,1
